fid,DOI,저자,연도,제목,데이터베이스,검토자1,검토자2,마지막검토일,중복여부,포함여부,배제사유키워드,배제사유내용,다음단계여부
1423,10.1016/j.buildenv.2024.112511,"Wei, S|He, ZC|Zhai, W|Zhao, CH|Li, YR",2025,How does vegetation influence surface temperature across various road types and urban morphology types?,N/A,,,,Y,N,N/A,N/A,배제
1424,10.1016/j.landurbplan.2022.104608,"Lachapelle, JA|Krayenhoff, ES|Middel, A|Coseo, P|Warland, J",2023,Paper Maximizing the pedestrian radiative cooling benefit per street tree,N/A,,,,Y,N,N/A,N/A,배제
1425,10.1080/13574809.2024.2314760,"Brandsma, S|Lenzholzer, S|Carsjens, GJ|Brown, RD|Tavares, S",2024,Implementation of urban climate-responsive design strategies: an international overview,N/A,,,,N,N,정책인터뷰연구;열환경지표없음;녹지형태변수아님,도시를 다루지만 기후대응 설계 구현과 정책을 인터뷰로 탐색한 질적 연구이며 녹지 형태나 구성 변수의 정량적 분석이 없고 도시 온열환경 지표 결과를 보고하지 않음,배제
1426,10.20315/ASetL.125.2,"Simcic, A|Pecan, P|Nastran, M|Kobal, M",2021,THE INFLUENCE OF LAND USE ON THE SPATIAL DISTRIBUTION AND INTENSITY OF HEAT ISLANDS IN SLOVENIA,N/A,,,,N,Y,N/A,N/A,진행
1427,10.1016/j.ecolind.2013.10.015,"Bergeron, A|Pellerin, S",2014,Pteridophytes as indicators of urban forest integrity,N/A,,,,Y,N,N/A,N/A,배제
1428,10.3389/fevo.2023.1221730,"Zaro, G|Blace, A|Perica, JB|Celhar, M|Pesic, FJ|Gusar, K",2023,"Fleeting fields of Zadar (Croatia): characterizing millennial-scale urban landcover change, green space, and resilience into the twenty first century",N/A,,,,Y,N,N/A,N/A,배제
1429,10.1127/0941-2948/2014/0571,"Wiesner, S|Eschenbach, A|Ament, F",2014,Urban air temperature anomalies and their relation to soil moisture observed in the city of Hamburg,N/A,,,,Y,N,N/A,N/A,배제
1430,10.1016/j.uclim.2025.102328,"Li, MQ|Wang, CX|Wu, YL|Santamouris, M|Lu, S",2025,Assessing spatial inequities of thermal environment and blue-green intervention for vulnerable populations in dense urban areas,N/A,,,,Y,N,N/A,N/A,배제
1431,10.1177/23998083221131572,"Tokuda, EK|de Arruda, HF|Domingues, GS|Costa, LD|Shibata, FA|Cesar-Jr, RM|Comin, CH",2023,Estimating the effects of urban green regions in terms of diffusion,N/A,,,,N,N,도시대상·녹지분포 다룸/열환경지표 부재(확산 시뮬레이션),도시와 녹지의 공간분포를 다루지만 결과가 컨볼루션 기반 ‘확산’ 시뮬레이션에 한정되어 지표면온도·열섬강도·열쾌적성 등 구체적 도시 온열환경 지표를 직접 산출·검증하지 않아 제외합니다.,배제
1432,10.1016/j.buildenv.2023.110035,"Luo, PY|Yu, BJ|Li, PF|Liang, PP|Liang, Y|Yang, LC",2023,"How 2D and 3D built environments impact urban surface temperature under extreme heat: A study in Chengdu, China",N/A,,,,N,Y,N/A,N/A,진행
1433,10.1007/s00468-021-02230-8,"Ribeiro, AP|Bollmann, HA|de Oliveira, A|Rakauskas, F|Cortese, TTP|Rodrigues, MSC|Quaresma, CC|Ferreira, ML",2023,The role of tree landscape to reduce effects of urban heat islands: a study in two Brazilian cities,N/A,,,,Y,N,N/A,N/A,배제
1434,10.1016/j.jenvman.2025.126163,"Lu, G|Zhang, GP|Liu, KL|Cheng, Z|Liu, HB",2025,Decision-making framework for green infrastructure practices based on the quantification of ecosystem services supply-flow-demand: A review,N/A,,,,N,N,도시열환경 지표 없음,"""도시 GI 전반의 ES 정량화 리뷰 및 의사결정 프레임워크로, 연구 주제가 녹지 형태/구성 변수-열환경 관계가 아니며 결과변수도 지표온도·열섬강도·보행자 열쾌적성 등 도시열지표를 다루지 않음""",배제
1435,10.1007/s40725-022-00178-7,"Frank, SD|Backe, KM",2023,Effects of Urban Heat Islands on Temperate Forest Trees and Arthropods,N/A,,,,N,N,생물반응 중심·열환경 지표 아님,도시열섬을 노출로 두고 숲의 나무와 절지동물의 성장 분포 해충밀도 등 생태 반응을 다룬 리뷰임. 결과변수는 생물 생태 지표이며 지표온도 열섬강도 보행자 열쾌적성 같은 도시 온열환경 지표가 아님. 녹지 형태나 구성 변수도 핵심 분석 대상이 아님.,배제
1436,10.3390/insects12020128,"Ayers, AC|Rehan, SM",2021,Supporting Bees in Cities: How Bees Are Influenced by Local and Landscape Features,N/A,,,,N,N,결과변수-열지표아님,도시 맥락과 녹지 특성을 다루지만 결과는 벌의 반응 등 생태지표이며 도시 온열환경 지표인 지표온도 열섬강도 열쾌적성을 다루지 않음,배제
1437,10.3390/atmos11090974,"Bochenek, AD|Klemm, K",2020,The Impact of Passive Green Technologies on the Microclimate of Historic Urban Structures: The Case Study of Lodz,N/A,,,,Y,N,N/A,N/A,배제
1438,10.1016/j.envres.2023.117605,"Cardinali, M|Beenackers, MA|van Timmeren, A|Pottgiesser, U",2024,The relation between proximity to and characteristics of green spaces to physical activity and health: A multi-dimensional sensitivity analysis in four European cities,N/A,,,,N,N,결과변수 부적합(도시열환경 아님),도시 지역과 녹지 특성은 다루지만 결과변수가 신체활동·자가보고 건강으로 한정되어 있으며 지표온도·열섬강도·보행자 열쾌적성 등 도시 온열환경 지표를 분석하지 않아 포함 기준에 부합하지 않음,배제
1439,10.3390/f13020335,"Lin, W|Zeng, CC|Nie, WB|Nan, XG|Shen, SS|Shi, Y|Yan, H|Yang, F|Wu, RW|Bao, ZY",2022,"Study of the Vertical Structures, Thermal Comfort, Negative Air Ions, and Human Physiological Stress of Forest Walking Spaces in Summer",N/A,,,,N,N,비도시자연림/도시대상아님/PET도시맥락부재,자연보호구 숲길 대상 연구로 도시지역이 아니며 비도시 환경임. 수직구조와 PET을 다루지만 도시 맥락의 녹지 구성 및 도시 온열환경 지표 평가가 아님,배제
1440,10.3390/su10072366,"Ranagalage, M|Estoque, RC|Handayani, HH|Zhang, XM|Morimoto, T|Tadono, T|Murayama, Y",2018,Relation between Urban Volume and Land Surface Temperature: A Comparative Study of Planned and Traditional Cities in Japan,N/A,,,,Y,N,N/A,N/A,배제
1441,10.1016/j.ecolind.2018.11.068,"Wu, SY|Li, SC",2019,Ecosystem service relationships: Formation and recommended approaches from a systematic review,N/A,,,,N,N,비도시·열환경지표없음,도시지역에 한정되지 않은 일반 생태계 서비스에 대한 체계적 고찰이며 녹지의 형태/구성 속성은 논의하지만 결과변수로 도시 열환경 지표(LST·UHI·열쾌적성 등)를 정량적으로 다루지 않음.,배제
1442,10.1016/j.ufug.2024.128322,"Cuchi, T|Bobrowski, R|Wezyk, P|Breunig, FM|Pesck, VA",2024,Contributions to a global understanding of socioenvironmental justice related to urban forest: Trends from Brazilian cities in the southeastern Parana State,N/A,,,,Y,N,N/A,N/A,배제
1443,10.1155/2019/3985715,"Cao, W|Huang, L|Liu, LL|Zhai, J|Wu, D",2019,Overestimating Impacts of Urbanization on Regional Temperatures in Developing Megacity: Beijing as an Example,N/A,,,,Y,N,N/A,N/A,배제
1444,10.3390/su16072957,"Xu, H|Zheng, GR|Lin, XY|Jin, YF",2024,Study on the Microclimatic Effects of Plant-Enclosure Conditions and Water-Green Space Ratio on Urban Waterfront Spaces in Summer,N/A,,,,N,Y,N/A,N/A,진행
1445,10.1007/s12145-023-01119-z,"Naseri, N|Mostafazadeh, R",2023,Spatial relationship of Remote Sensing Ecological Indicator (RSEI) and landscape metrics under urban development intensification,N/A,,,,Y,N,N/A,N/A,배제
1446,10.1016/j.dib.2025.111652,"Villacis-Ormaza, M",2025,"Dataset on the thermal performance of green roofs and green walls in a temperate continental climate: An experimental approach in Quito, Ecuador",N/A,,,,N,N,도시열환경지표아님/건물실내성능,그린루프·그린월 실험이지만 결과변수는 실내 온도·습도로 건물 성능에 초점이며 도시 스케일의 열섬강도·지표온도·보행자 열쾌적성 등 도시 온열환경 지표를 다루지 않아 포함 기준에 부합하지 않음,배제
1447,10.1155/2021/2793474,"Sun, LS|Wang, JN|Xie, ZW|Li, RR|Wu, XY|Wu, YF",2021,Evaluating the Street Greening with the Multiview Data Fusion,N/A,,,,Y,N,N/A,N/A,배제
1448,10.3390/su12155967,"Simperler, L|Ertl, T|Matzinger, A",2020,Spatial Compatibility of Implementing Nature-Based Solutions for Reducing Urban Heat Islands and Stormwater Pollution,N/A,,,,N,Y,N/A,N/A,진행
1449,10.3390/land14020284,"Koutsanitis, S|Sinou, M|Kanetaki, Z|Tousi, E|Varelidis, G",2025,Thermal Performance Investigation in Historical Urban Neighborhoods Using ENVI-Met Simulation Software,N/A,,,,Y,N,N/A,N/A,배제
1450,10.1016/j.enbuild.2023.112976,"He, BJ|Wang, W|Sharifi, A|Liu, X",2023,"Progress, knowledge gap and future directions of urban heat mitigation and adaptation research through a bibliometric review of history and evolution",N/A,,,,N,N,서지리뷰/녹지형태 비포함/결과지표 미제시,도시열 완화·적응 전반에 대한 서지계량적 리뷰로 도시지역은 맞으나 연구주제가 녹지 형태·구성 변수를 다룬 실증 분석이 아니며 도시 온열환경 지표를 결과로 한 분석을 제공하지 않음,배제
1451,10.3390/rs15205025,"Wang, YC|Zhang, Y|Ding, N",2023,Regulatory Effect Evaluation of Warming and Cooling Factors on Urban Land Surface Temperature Based on Multi-Source Satellite Data,N/A,,,,Y,N,N/A,N/A,배제
1452,10.3390/su10093189,"Jiang, YF|Song, DR|Shi, TM|Han, XM",2018,Adaptive Analysis of Green Space Network Planning for the Cooling Effect of Residential Blocks in Summer: A Case Study in Shanghai,N/A,,,,Y,N,N/A,N/A,배제
1453,10.1002/eco.2431,"Chen, H|Huang, JJ|McBean, E|Dash, SS|Li, H|Zhang, JW|Lan, ZQ|Gao, JJ|Zhou, ZQ",2022,Evapotranspiration partitioning based on field-stable oxygen isotope observations for an urban locust forest land,N/A,,,,Y,N,N/A,N/A,배제
1454,10.3390/su16229801,"Varsak, NA|Altay, EE",2024,Thermal Comfort and Green Spaces: The Role of Temperature-Regulating Elements in Neighborhood Parks,N/A,,,,Y,N,N/A,N/A,배제
1455,10.1016/S1001-0742(11)60805-X,"Chen, LF|Peng, SL|Liu, JG|Hou, QQ",2012,"Dry deposition velocity of total suspended particles and meteorological influence in four locations in Guangzhou, China",N/A,,,,Y,N,N/A,N/A,배제
1456,10.3390/buildings15132261,"Zhou, HS|Wang, RC|Hou, H|Xie, B|Hu, TA",2025,Optimizing Urban Thermal Environments Through 2D/3D Landscape Pattern Analysis: A Machine Learning-Driven Approach for the Yangtze River Delta Urban Agglomeration,N/A,,,,Y,N,N/A,N/A,배제
1457,10.1016/j.uclim.2025.102376,"Wu, YH|Mashhoodi, B|Patuano, A",2025,Effective street tree and grass designs to cool European neighbourhoods,N/A,,,,N,Y,N/A,N/A,진행
1458,10.1007/s11355-023-00543-z,"Kim, YJ|Park, C|Lee, DK|Park, TY",2023,Connecting public health with urban planning: allocating walkable cooling shelters considering older people,N/A,,,,Y,N,N/A,N/A,배제
1459,10.1016/j.scitotenv.2021.149735,"Shen, ZC|Xu, XL|Xu, SW|Sun, DW",2022,A comparative study of land development patterns and regional thermal environments (RTEs) in typical urban agglomerations of China and America: A case study of Beijing-Tianjin-Hebei (BTH) and Boswash,N/A,,,,Y,N,N/A,N/A,배제
1460,10.1144/qjegh2015-077,"Busby, J",2015,UK shallow ground temperatures for ground coupled heat exchangers,N/A,,,,Y,N,N/A,N/A,배제
1461,10.1016/j.ufug.2021.127393,"Qin, HQ|Cheng, XX|Han, GF|Wang, YX|Deng, JF|Yang, YCA",2021,"How thermal conditions affect the spatial-temporal distribution of visitors in urban parks: A case study in Chongqing, China",N/A,,,,Y,N,N/A,N/A,배제
1462,10.1016/j.scs.2025.106541,"Kotharkar, R|Vidyasagar, A",2025,Cooling efficacy assessment of urban green spaces using machine learning-based multivariate landscape analysis,N/A,,,,Y,N,N/A,N/A,배제
1463,10.3390/su12083186,"Lai, S|Leone, F|Zoppi, C",2020,"Spatial Distribution of Surface Temperature and Land Cover: A Study Concerning Sardinia, Italy",N/A,,,,N,N,도시지역 아님; 지역(섬) 규모; 도시 한정 연구 미충족,사르데냐 섬 전체를 대상으로 토지피복과 LST를 분석해 도시화·농경지·산림 등 광역 토지이용을 비교함; 결과변수는 LST이고 녹지 변수도 있으나 연구대상이 특정 도시지역이 아니어서 도시지역 기준을 충족하지 않음,배제
1464,10.1016/j.scs.2021.103184,"Cruz, JA|Blanco, AC|Garcia, JJ|Santos, JA|Moscoso, AD",2021,"Evaluation of the cooling effect of green and blue spaces on urban microclimate through numerical simulation: A case study of Iloilo River Esplanade, Philippines",N/A,,,,Y,N,N/A,N/A,배제
1465,10.1088/1748-9326/ab3b99,"Chakraborty, T|Hsu, A|Manya, D|Sheriff, G",2019,Disproportionately higher exposure to urban heat in lower-income neighborhoods: a multi-city perspective,N/A,,,,N,Y,N/A,N/A,진행
1466,10.1016/j.uclim.2025.102311,"Giraldo-Charria, DL|Escobedo, FJ|Clerici, N|Quesada, B",2025,Urban forests mitigate extreme heat exposure in a vulnerable tropical city,N/A,,,,Y,N,N/A,N/A,배제
1467,10.1016/j.enbuild.2015.12.023,"Calcerano, F|Martinelli, L",2016,Numerical optimisation through dynamic simulation of the position of trees around a stand-alone building to reduce cooling energy consumption,N/A,,,,N,N,도시온열지표아님-건물냉방에너지,도시 맥락에서 나무 배치를 최적화하지만 결과변수가 건물 냉방 에너지 소비로서 도시 온열환경 지표인 기온 혹은 표면온도 혹은 보행자 열쾌적을 평가하지 않아 제외,배제
1468,10.1016/j.uclim.2023.101743,"Kucera, D|Jenerette, GD",2023,"Urban greenness and its cooling effects are influenced by changes in drought, physiography, and socio-demographics in Los Angeles, CA",N/A,,,,Y,N,N/A,N/A,배제
1469,10.3390/su16020792,"Hadba, L|Di Bitonto, MG|Oliveira, M|Mendonça, P|Zanelli, A|Silva, LT",2024,A Nature-Inspired Green-Blue Solution: Incorporating a Fog Harvesting Technique into Urban Green Wall Design,N/A,,,,N,Y,N/A,N/A,진행
1470,10.1016/j.landurbplan.2023.104713,"Lehnert, M|Pánek, J|Kopp, J|Geletic, J|Kvetonová, V|Jurek, M",2023,Thermal comfort in urban areas on hot summer days and its improvement through participatory mapping: A case study of two Central European cities,N/A,,,,N,N,인지지도/선호조사;객관지표없음;녹지구성분석아님,도시 대상이지만 시민의 주관적 열쾌적 인식과 선호를 수집하는 참여형 매핑 연구로서 녹지 형태·구성 변수를 정량 분석하지 않고 객관적 온열환경 지표를 사용하지 않음,배제
1471,10.1890/13-1961.1,"Dale, AG|Frank, SD",2014,Urban warming trumps natural enemy regulation of herbivorous pests,N/A,,,,Y,N,N/A,N/A,배제
1472,10.1016/j.envres.2025.121782,"Khomenko, S|Burov, A|Dzhambov, AM|de Hoogh, K|Helbich, M|Mijling, B|Hlebarov, I|Popov, I|Dimitrova, D|Dimitrova, R|Markevych, I|Germanova, N|Brezov, D|Iungman, T|Montana, F|Chen, X|Gehring, U|Khreis, H|Mueller, N|Zapata-Diomedi, B|Zhang, JW|Nieuwenhuijsen, M",2025,"Health burden and inequities of urban environmental stressors in Sofia, Bulgaria",N/A,,,,Y,N,N/A,N/A,배제
1473,10.1016/j.scs.2024.105232,"Rouhollahi, M|Behrend, M|Boland, J",2024,Optimising tree arrangement policy in Australian small-scale residential settings,N/A,,,,N,N,온열지표 부재,도시 주거지역에서 나무 배치 정책과 구성 변수를 다루지만 결과는 정책 가이드와 에너지 효율 및 수관 목표 제시에 그치며 지표온도 열섬 열쾌적성 등 도시 온열환경 지표를 측정 또는 모델링한 근거가 초록에 없음,배제
1474,10.3389/fpubh.2023.1310410,"Yang, Y|Zhang, YX|Sheng, SJ",2023,Residential greenness for mitigating impacts of extreme heat events on depression and supporting mental health,N/A,,,,N,N,결과변수-정신건강/도시열지표부재/문헌고찰,도시 맥락의 주거 녹지를 다루지만 결과변수가 우울 등 정신건강이며 표면온도·열섬강도·보행자 열쾌적성 등 도시 온열환경 지표를 직접 측정·분석하지 않은 문헌고찰로서 포함 기준에 부합하지 않음.,배제
1475,10.1016/j.landurbplan.2013.11.003,"Ketterer, C|Matzarakis, A",2014,"Human-biometeorological assessment of heat stress reduction by replanning measures in Stuttgart, Germany",N/A,,,,Y,N,N/A,N/A,배제
1476,10.3390/su17083655,"Tian, HL|Chen, S|Zhang, GQ|Hu, C|Zhang, WY|Feng, JP|Hong, T|Yu, H",2025,Research on Microclimate Influencing Factors and Thermal Comfort Improvement Strategies in Old Residential Areas in the Post-Urbanization Stage,N/A,,,,Y,N,N/A,N/A,배제
1477,10.1016/j.ufug.2023.128157,"Galalizadeh, S|Morrison-Saunders, A|Horwitz, P|Silberstein, R|Blake, D",2024,The cooling impact of urban greening: A systematic review of methodologies and data sources,N/A,,,,N,Y,N/A,N/A,진행
1478,10.1016/j.scs.2017.04.017,"Lu, J|Li, QS|Zeng, LY|Chen, J|Liu, GX|Li, YC|Li, WY|Huang, KL",2017,A micro-climatic study on cooling effect of an urban park in a hot and humid climate,N/A,,,,Y,N,N/A,N/A,배제
1479,10.3390/ijgi11050278,"Ren, ZQ|Li, Z|Wu, F|Ma, HQ|Xu, ZJ|Jiang, W|Wang, SH|Yang, J",2022,"Spatiotemporal Evolution of the Urban Thermal Environment Effect and Its Influencing Factors: A Case Study of Beijing, China",N/A,,,,N,Y,N/A,N/A,진행
1480,10.3390/rs10111814,"Zuo, SD|Dai, SQ|Song, XD|Xu, CD|Liao, YL|Chang, WY|Chen, Q|Li, YY|Tang, JF|Man, W|Ren, Y",2018,"Determining the Mechanisms that Influence the Surface Temperature of Urban Forest Canopies by Combining Remote Sensing Methods, Ground Observations, and Spatial Statistical Models",N/A,,,,Y,N,N/A,N/A,배제
1481,10.1016/j.landurbplan.2015.12.002,"Lanza, K|Stone, B",2016,Climate adaptation in cities: What trees are suitable for urban heat management?,N/A,,,,Y,N,N/A,N/A,배제
